Plasmids	locus_tag(Term)	protein_id(Term)	E-value_1(Term)	E-value_2(Term)	locus_tag(TMP)	protein_id(TMP)	E-value_1(TMP)	E-value_2(TMP)	locus_tag(MCP)	protein_id(MCP)	E-value_1(MCP)	E-value_2(MCP)	locus_tag(ParA)	protein_id(ParA)	E-value_1(ParA)	E-value_2(ParA)	locus_tag(ParM)	protein_id(ParM)	E-value_1(ParM)	E-value_2(ParM)	locus_tag(XerC)	protein_id(XerC)	E-value_1(XerC)	E-value_2(XerC)
NZ_PHQW02000016.1	-	-	-	-	-	-	-	-	-	-	-	-	CR195_RS27920	WP_048530124.1	0.00011	0.0043	-	-	-	-	-	-	-	-
NZ_PHQW02000016.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_PHQW02000016.1	-	-	-	-	-	-	-	-	-	-	-	-	CR195_RS27920	WP_048530124.1	1.9e-07	1.2e-06	-	-	-	-	-	-	-	-
NZ_PHQW02000016.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_PHQW02000016.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_PHQW02000016.1	-	-	-	-	-	-	-	-	-	-	-	-	CR195_RS27920	WP_048530124.1	4.7e-07	1.3e-06	-	-	-	-	-	-	-	-
NZ_PHQW02000015.1	-	-	-	-	-	-	-	-	-	-	-	-	CR195_RS27395	WP_000668450.1	1.1e-19	3.8e-18	-	-	-	-	CR195_RS27095	WP_158318244.1	3.9e-41	5.1e-41
NZ_PHQW02000015.1	-	-	-	-	CR195_RS27270	WP_158318266.1	1.2e-07	1.9e-07	-	-	-	-	CR195_RS26920	WP_000262479.1	4.9e-18	8.8e-16	-	-	-	-	CR195_RS26960	WP_047956806.1	3.6e-40	8.2e-40
NZ_PHQW02000015.1	-	-	-	-	-	-	-	-	-	-	-	-	CR195_RS27395	WP_000668450.1	3.2e-10	2.3e-08	-	-	-	-	CR195_RS27215	WP_158318259.1	8.2e-23	1.2e-22
NZ_PHQW02000015.1	-	-	-	-	-	-	-	-	-	-	-	-	CR195_RS26920	WP_000262479.1	2.6e-08	0.0044	-	-	-	-	-	-	-	-
NZ_PHQW02000015.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_PHQW02000015.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_PHQW02000015.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_PHQW02000015.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_PHQW02000015.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP024658.1	-	-	-	-	CSW12_RS30980	WP_100910807.1	0.00015	0.00024	-	-	-	-	CSW12_RS31190	WP_100910837.1	1.3e-14	1e-12	-	-	-	-	-	-	-	-
NZ_CP024658.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS30575	WP_100910753.1	4.5e-14	3.4e-12	-	-	-	-	-	-	-	-
NZ_CP024658.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS30610	WP_097859015.1	6.2e-13	8.9e-13	-	-	-	-	-	-	-	-
NZ_CP024658.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP024658.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS31190	WP_100910837.1	7.7e-08	3.3e-06	-	-	-	-	-	-	-	-
NZ_CP024658.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS30575	WP_100910753.1	5.7e-05	0.00011	-	-	-	-	-	-	-	-
NZ_CP024658.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS30610	WP_097859015.1	0.00028	0.00075	-	-	-	-	-	-	-	-
NZ_CP024657.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS30305	WP_100910724.1	2.5e-19	8.6e-18	CSW12_RS29755	WP_100910660.1	8e-09	2.5e-07	CSW12_RS30335	-	4.7e-08	6.3e-08
NZ_CP024657.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS30320	WP_100910727.1	2.5e-18	5e-17	-	-	-	-	-	-	-	-
NZ_CP024657.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS30055	WP_000690668.1	2.5e-14	2.8e-13	-	-	-	-	-	-	-	-
NZ_CP024657.1	-	-	-	-	CSW12_RS30455	WP_100910746.1	5.3e-13	5.3e-13	-	-	-	-	CSW12_RS30160	WP_100910708.1	5.1e-13	7.6e-13	-	-	-	-	-	-	-	-
NZ_CP024657.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS30250	-	1.4e-10	1.6e-09	-	-	-	-	-	-	-	-
NZ_CP024657.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS30070	-	2.8e-06	4e-06	-	-	-	-	-	-	-	-
NZ_CP024657.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS29965	WP_100910690.1	0.001	0.0016	-	-	-	-	-	-	-	-
NZ_CP024657.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP024657.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS30320	WP_100910727.1	1.5e-10	1.8e-08	-	-	-	-	-	-	-	-
NZ_CP024657.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS30305	WP_100910724.1	1.5e-09	1.1e-07	-	-	-	-	-	-	-	-
NZ_CP024657.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS30160	WP_100910708.1	4.7e-05	0.00013	-	-	-	-	-	-	-	-
NZ_CP024657.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS30055	WP_000690668.1	0.0001	0.0057	-	-	-	-	-	-	-	-
NZ_CP024657.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP024657.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP024656.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS29070	WP_098584175.1	1.5e-19	5.8e-18	-	-	-	-	CSW12_RS29305	WP_100910615.1	7e-15	1.1e-14
NZ_CP024656.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS29600	WP_098584175.1	1.5e-19	5.8e-18	-	-	-	-	CSW12_RS29635	-	2.6e-14	3.7e-14
NZ_CP024656.1	-	-	-	-	CSW12_RS29180	WP_100910610.1	2.2e-22	2.8e-22	-	-	-	-	CSW12_RS29545	WP_100910643.1	7.5e-15	8.4e-14	-	-	-	-	CSW12_RS29105	-	2.6e-14	3.7e-14
NZ_CP024656.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS29070	WP_098584175.1	1.8e-12	2.2e-10	-	-	-	-	CSW12_RS29405	WP_100910629.1	1.8e-09	2.1e-09
NZ_CP024656.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS29600	WP_098584175.1	1.8e-12	2.2e-10	-	-	-	-	-	-	-	-
NZ_CP024656.1	-	-	-	-	-	-	-	-	-	-	-	-	CSW12_RS29545	WP_100910643.1	6.8e-05	0.0038	-	-	-	-	-	-	-	-
NZ_CP022448.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	CGZ63_RS31690	WP_089608151.1	2.9e-10	3.2e-10
NZ_CP022447.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	CGZ63_RS31630	-	4.4e-06	5.1e-06
NZ_CP022446.1	-	-	-	-	-	-	-	-	CGZ63_RS28330	WP_089607815.1	0.00055	0.00076	CGZ63_RS30320	WP_089607997.1	0.0002	0.01	-	-	-	-	CGZ63_RS28545	WP_089607839.1	4.2e-40	9.7e-40
NZ_CP022446.1	-	-	-	-	-	-	-	-	-	-	-	-	CGZ63_RS30320	WP_089607997.1	4.8e-08	8.8e-08	-	-	-	-	CGZ63_RS28345	WP_001035905.1	1.1e-24	1.6e-24
NZ_CP022446.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	CGZ63_RS30195	WP_089607991.1	5e-08	7.7e-08
NZ_CP022446.1	-	-	-	-	-	-	-	-	-	-	-	-	CGZ63_RS30950	WP_088344979.1	6.6e-12	1.1e-11	-	-	-	-	CGZ63_RS31355	-	1.3e-05	1.6e-05
NZ_CP022446.1	-	-	-	-	CGZ63_RS29665	WP_089607945.1	5.2e-08	7e-08	-	-	-	-	CGZ63_RS30990	WP_096807448.1	3.7e-06	4.3e-06	-	-	-	-	-	-	-	-
NZ_CP022446.1	-	-	-	-	-	-	-	-	-	-	-	-	CGZ63_RS30320	WP_089607997.1	1e-05	6.4e-05	-	-	-	-	-	-	-	-
NZ_CP022446.1	-	-	-	-	CGZ63_RS30510	WP_089608006.1	1.4e-07	2.4e-07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP022446.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP022446.1	CGZ63_RS29375	WP_157797775.1	0.00099	0.003	-	-	-	-	-	-	-	-	CGZ63_RS30320	WP_089607997.1	6.3e-07	2.4e-06	-	-	-	-	-	-	-	-
NZ_CP022446.1	-	-	-	-	CGZ63_RS30510	WP_089608006.1	3.7e-10	4.8e-10	-	-	-	-	CGZ63_RS30950	WP_088344979.1	0.00081	0.0054	-	-	-	-	-	-	-	-
NZ_CP022446.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP022446.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP022446.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP022446.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP022446.1	-	-	-	-	CGZ63_RS29840	WP_001051379.1	1.6e-15	2e-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP022446.1	-	-	-	-	CGZ63_RS30510	WP_089608006.1	1.3e-07	1.6e-07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP022446.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023183.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023182.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023181.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP023180.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP018742.1	-	-	-	-	-	-	-	-	-	-	-	-	FORC47_RS29615	WP_000213995.1	8.7e-18	8.7e-18	-	-	-	-	FORC47_RS30330	WP_089172408.1	9e-24	1.4e-23
NZ_CP018742.1	-	-	-	-	FORC47_RS29845	WP_089172347.1	0.00055	0.00076	-	-	-	-	FORC47_RS29615	WP_000213995.1	4.1e-37	5.1e-37	-	-	-	-	-	-	-	-
NZ_CP018742.1	-	-	-	-	-	-	-	-	-	-	-	-	FORC47_RS29615	WP_000213995.1	9.4e-20	1e-10	-	-	-	-	-	-	-	-
NZ_CP018742.1	-	-	-	-	-	-	-	-	-	-	-	-	FORC47_RS29615	WP_000213995.1	3.8e-21	5.2e-21	-	-	-	-	-	-	-	-
NZ_CP018742.1	-	-	-	-	-	-	-	-	-	-	-	-	FORC47_RS29615	WP_000213995.1	6.8e-39	8.4e-39	-	-	-	-	-	-	-	-
NZ_CP018742.1	-	-	-	-	-	-	-	-	-	-	-	-	FORC47_RS29615	WP_000213995.1	2.6e-14	3.3e-14	-	-	-	-	-	-	-	-
NZ_CP018742.1	-	-	-	-	FORC47_RS29845	WP_089172347.1	1.2e-14	1.6e-14	-	-	-	-	FORC47_RS29615	WP_000213995.1	2.2e-16	2.6e-16	-	-	-	-	-	-	-	-
NZ_CP018742.1	-	-	-	-	FORC47_RS30480	WP_089172417.1	3.5e-14	3.5e-14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP018742.1	-	-	-	-	FORC47_RS30135	WP_089172390.1	5.5e-10	6.4e-10	-	-	-	-	FORC47_RS29615	WP_000213995.1	6e-08	1.1e-07	-	-	-	-	-	-	-	-
NZ_CP018742.1	-	-	-	-	FORC47_RS30480	WP_089172417.1	2.1e-14	2.9e-14	-	-	-	-	FORC47_RS29615	WP_000213995.1	7.5e-21	6.9e-20	-	-	-	-	-	-	-	-
NZ_CP018742.1	-	-	-	-	FORC47_RS29845	WP_089172347.1	8.8e-14	1.3e-13	-	-	-	-	FORC47_RS29615	WP_000213995.1	9.1e-18	2.2e-17	-	-	-	-	-	-	-	-
NZ_CP018742.1	-	-	-	-	FORC47_RS30135	WP_089172390.1	1.2e-12	1.3e-12	-	-	-	-	FORC47_RS29615	WP_000213995.1	9.9e-09	1.1e-07	-	-	-	-	-	-	-	-
NZ_CP018742.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP018742.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP018742.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP018742.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP018742.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP018742.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP018741.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	FORC47_RS29405	WP_043937389.1	3.6e-40	8.8e-40
NZ_CP018741.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	FORC47_RS28460	WP_089172181.1	4.1e-19	6.4e-19
NZ_CP018741.1	-	-	-	-	FORC47_RS28820	WP_000550845.1	5.2e-06	7.1e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP018741.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016363.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016362.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BA201_RS29635	WP_088294542.1	3.4e-11	5.2e-11
NZ_CP016361.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BA201_RS29185	WP_000045537.1	4.4e-20	5.4e-20
NZ_CP016361.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BA201_RS29485	WP_061685296.1	1e-10	1.6e-10
NZ_CP016361.1	-	-	-	-	BA201_RS29315	WP_000362625.1	9.3e-24	1.2e-23	-	-	-	-	BA201_RS29210	WP_001169292.1	4.4e-21	6.6e-20	-	-	-	-	-	-	-	-
NZ_CP016361.1	-	-	-	-	-	-	-	-	-	-	-	-	BA201_RS29140	WP_000576160.1	1.1e-15	5e-14	-	-	-	-	-	-	-	-
NZ_CP016361.1	-	-	-	-	-	-	-	-	-	-	-	-	BA201_RS29220	WP_000904909.1	1e-11	5.1e-11	-	-	-	-	-	-	-	-
NZ_CP016361.1	-	-	-	-	-	-	-	-	-	-	-	-	BA201_RS29210	WP_001169292.1	2.8e-12	9.9e-11	-	-	-	-	-	-	-	-
NZ_CP016361.1	-	-	-	-	-	-	-	-	-	-	-	-	BA201_RS29140	WP_000576160.1	5.8e-09	2.2e-07	-	-	-	-	-	-	-	-
NZ_CP016361.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	3.1e-06	2.3e-05	BA204_RS29655	WP_000418556.1	4e-17	4e-17	BA204_RS29695	WP_000116909.1	0.00034	0.00048	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	1.1e-13	1.3e-12	BA204_RS29655	WP_000418556.1	2.5e-47	2.5e-47	BA204_RS29695	WP_000116909.1	1.4e-82	1.6e-82	BA204_RS29545	WP_000198084.1	1.5e-16	2.1e-16	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	-	-	-	-	BA204_RS29695	WP_000116909.1	0.00089	0.0012	BA204_RS29545	WP_000198084.1	4.4e-35	5.6e-35	-	-	-	-	-	-	-	-
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	0.0002	0.0016	BA204_RS29655	WP_000418556.1	1.8e-05	1.8e-05	BA204_RS29695	WP_000116909.1	3e-14	3.7e-14	BA204_RS29545	WP_000198084.1	3.4e-17	3.6e-08	-	-	-	-	-	-	-	-
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	0.00018	0.0023	BA204_RS29655	WP_000418556.1	4.7e-13	4.7e-13	BA204_RS29695	WP_000116909.1	1.6e-08	1.9e-08	BA204_RS29740	WP_001018891.1	1.4e-18	9.5e-17	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	6.2e-23	1.3e-19	BA204_RS29695	WP_000116909.1	0.0001	0.00013	BA204_RS29545	WP_000198084.1	1.3e-17	1.7e-17	-	-	-	-	-	-	-	-
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	1.3e-148	1.7e-148	BA204_RS29655	WP_000418556.1	0.00078	0.00078	-	-	-	-	BA204_RS29545	WP_000198084.1	1.7e-39	2e-39	-	-	-	-	-	-	-	-
NZ_CP016597.1	BA204_RS29655	WP_000418556.1	4.4e-07	4.4e-07	-	-	-	-	-	-	-	-	BA204_RS29545	WP_000198084.1	3.7e-13	4.3e-13	-	-	-	-	-	-	-	-
NZ_CP016597.1	BA204_RS29720	WP_000810413.1	2.1e-67	5.9e-59	-	-	-	-	-	-	-	-	BA204_RS29545	WP_000198084.1	3.3e-11	4.6e-11	-	-	-	-	-	-	-	-
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	3.7e-30	5.6e-30	BA204_RS29655	WP_000418556.1	1.4e-08	1.4e-08	-	-	-	-	BA204_RS29545	WP_000198084.1	0.00048	0.00093	-	-	-	-	-	-	-	-
NZ_CP016597.1	BA204_RS29655	WP_000418556.1	1.4e-09	1.4e-09	-	-	-	-	-	-	-	-	BA204_RS29545	WP_000198084.1	7.7e-16	2.4e-15	-	-	-	-	-	-	-	-
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	0.00012	0.00086	BA204_RS29655	WP_000418556.1	1.2e-07	1.2e-07	-	-	-	-	BA204_RS29545	WP_000198084.1	3.7e-18	4.8e-18	-	-	-	-	-	-	-	-
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	1.8e-08	0.00014	BA204_RS29655	WP_000418556.1	1.4e-27	1.4e-27	-	-	-	-	BA204_RS29545	WP_000198084.1	1.2e-09	2.1e-05	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	7.1e-05	7.1e-05	-	-	-	-	BA204_RS29740	WP_001018891.1	2.9e-09	1.7e-07	-	-	-	-	-	-	-	-
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	6.8e-33	1.1e-32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	2.8e-36	8.4e-36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	BA204_RS29720	WP_000810413.1	5.2e-14	5.2e-14	BA204_RS29655	WP_000418556.1	3.7e-12	3.7e-12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	BA204_RS29655	WP_000418556.1	1.3e-12	1.3e-12	BA204_RS29655	WP_000418556.1	1.1e-08	4.1e-08	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	2.7e-132	3.1e-132	BA204_RS29655	WP_000418556.1	3.6e-14	3.6e-14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	BA204_RS29715	WP_000062322.1	2e-131	2.5e-131	BA204_RS29655	WP_000418556.1	2.4e-22	2.4e-22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	1.1e-08	1.1e-08	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	1.5e-14	1.5e-14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	5.7e-07	5.3e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	1.4e-66	1.4e-66	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	8.1e-05	8.1e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	0.0005	0.0066	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	4.9e-21	1.5e-19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	5.1e-17	5.1e-17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	4e-06	4e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	3.8e-14	3.8e-14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	7.1e-24	7.1e-24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	0.00015	0.00015	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	3.6e-09	5.8e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29895	WP_088911334.1	1.7e-05	2.2e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	1e-07	7.5e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	6.2e-05	6.2e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	1.2e-17	1.2e-17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	3.4e-07	3.4e-07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	1.5e-06	1.5e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016597.1	-	-	-	-	BA204_RS29655	WP_000418556.1	1.7e-43	1.7e-43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016596.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BA204_RS28500	WP_088911247.1	1.4e-39	3.6e-39
NZ_CP016596.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BA204_RS28405	WP_087965074.1	1.6e-18	2.3e-18
NZ_CP016596.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BA204_RS29020	-	6.2e-05	7.6e-05
NZ_CP016596.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016596.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP016317.1	-	-	-	-	-	-	-	-	-	-	-	-	BA202_RS27920	WP_000668446.1	3.5e-19	1.2e-17	-	-	-	-	BA202_RS28650	WP_000045534.1	5.1e-42	6.5e-42
NZ_CP016317.1	-	-	-	-	-	-	-	-	-	-	-	-	BA202_RS28985	WP_000262479.1	4.9e-18	8.8e-16	-	-	-	-	BA202_RS28170	WP_000066150.1	1.5e-39	1.1e-37
NZ_CP016317.1	-	-	-	-	-	-	-	-	BA202_RS28605	WP_085963576.1	0.00056	0.00076	BA202_RS28695	WP_000576160.1	1.1e-15	5e-14	-	-	-	-	BA202_RS27975	WP_001021542.1	6.6e-32	8.4e-32
NZ_CP016317.1	-	-	-	-	-	-	-	-	-	-	-	-	BA202_RS28090	WP_000583541.1	2.1e-12	4.7e-11	-	-	-	-	BA202_RS28830	WP_001265876.1	5.9e-27	1.7e-25
NZ_CP016317.1	-	-	-	-	-	-	-	-	-	-	-	-	BA202_RS28645	WP_000583540.1	8.1e-10	2.1e-08	-	-	-	-	BA202_RS28375	WP_088883365.1	6.9e-19	1.3e-18
